Planning Area,Transacted Price ($),,,,,,,,
Bukit Timah,950000,,,,,,,,
Bukit Merah,2000000,,,,,,,,
Tampines,832800,,,,,,,,
Toa Payoh,1558000,,,,,,,,
Bishan,1501000,,,,,,,,
Pasir Ris,925000,,,,,,,,
Toa Payoh,1152000,,,,,,,,
River Valley,1980500,,,,,,,,
Sengkang,1277490,,,,,,,,
Jurong East,1200000,,,,,,,,
Bishan,841000,,,,,,,,
Tampines,1218000,,,,,,,,
Bukit Timah,1159000,,,,,,,,
Tampines,1308000,,,,,,,,
Ang Mo Kio,1870000,,,,,,,,
Kallang,1738888,,,,,,,,
Tanglin,1950000,,,,,,,,
Bedok,1120000,,,,,,,,
Novena,2500000,,,,,,,,
Clementi,1400000,,,,,,,,
Bedok,1635000,,,,,,,,
Bukit Merah,2062000,,,,,,,,
Hougang,980000,,,,,,,,
Kallang,1550000,,,,,,,,
Tampines,691260,,,,,,,,
Bukit Merah,1720000,,,,,,,,
Bukit Merah,3690000,,,,,,,,
Woodlands,654000,,,,,,,,
Tampines,1288000,,,,,,,,
Pasir Ris,1100000,,,,,,,,
Sengkang,1228000,,,,,,,,
Yishun,820000,,,,,,,,
Woodlands,900000,,,,,,,,
Bishan,1292000,,,,,,,,
Bedok,990000,,,,,,,,
Ang Mo Kio,810000,,,,,,,,
Punggol,870000,,,,,,,,
Tampines,1100000,,,,,,,,
Tampines,960000,,,,,,,,
Hougang,1150000,,,,,,,,
Bukit Timah,993000,,,,,,,,
Tampines,1350000,,,,,,,,
Toa Payoh,831000,,,,,,,,
Toa Payoh,1925000,,,,,,,,
Bukit Merah,2050000,,,,,,,,
Bukit Timah,3250000,,,,,,,,
Bishan,4288000,,,,,,,,
Woodlands,1295000,,,,,,,,
Clementi,950000,,,,,,,,
Bishan,1765000,,,,,,,,
Geylang,1908000,,,,,,,,
Clementi,1328000,,,,,,,,
Yishun,940000,,,,,,,,
Toa Payoh,2080000,,,,,,,,
Toa Payoh,1602000,,,,,,,,
Toa Payoh,1270000,,,,,,,,
Hougang,1150000,,,,,,,,
Pasir Ris,2150000,,,,,,,,
Clementi,2090000,,,,,,,,
Sembawang,926800,,,,,,,,
Geylang,1700000,,,,,,,,
Pasir Ris,828000,,,,,,,,
Toa Payoh,830000,,,,,,,,
Toa Payoh,736000,,,,,,,,
Marine Parade,1810000,,,,,,,,
River Valley,2356800,,,,,,,,
Bukit Timah,1540000,,,,,,,,
Bedok,1200000,,,,,,,,
Punggol,800000,,,,,,,,
Bukit Merah,1900000,,,,,,,,
Bedok,800000,,,,,,,,
Bedok,1750000,,,,,,,,
Kallang,720000,,,,,,,,
Bukit Merah,1378000,,,,,,,,
Queenstown,1418000,,,,,,,,
Punggol,890000,,,,,,,,
Novena,2150000,,,,,,,,
Pasir Ris,780000,,,,,,,,
Newton,1880000,,,,,,,,
Bedok,1850000,,,,,,,,
Tampines,875000,,,,,,,,
Kallang,2025000,,,,,,,,
Toa Payoh,732000,,,,,,,,
Yishun,760000,,,,,,,,
Pasir Ris,832000,,,,,,,,
Yishun,1090000,,,,,,,,
Tampines,640000,,,,,,,,
Pasir Ris,770000,,,,,,,,
Bukit Batok,960000,,,,,,,,
Bishan,1880000,,,,,,,,
Toa Payoh,1587000,,,,,,,,
Bukit Timah,3158000,,,,,,,,
Bukit Timah,1089000,,,,,,,,
Toa Payoh,854000,,,,,,,,
Toa Payoh,785000,,,,,,,,
Toa Payoh,1195000,,,,,,,,
Bukit Timah,1181000,,,,,,,,
Bukit Timah,1005000,,,,,,,,
Bukit Timah,2038000,,,,,,,,
Toa Payoh,941000,,,,,,,,
Toa Payoh,977000,,,,,,,,
Toa Payoh,1066000,,,,,,,,
Tampines,1718010,,,,,,,,
Toa Payoh,1657000,,,,,,,,
Toa Payoh,1083000,,,,,,,,
Pasir Ris,805000,,,,,,,,
Bukit Timah,1529000,,,,,,,,
Toa Payoh,1239000,,,,,,,,
Bukit Timah,1453000,,,,,,,,
Bukit Merah,1580000,,,,,,,,
Hougang,1190000,,,,,,,,
Hougang,1120000,,,,,,,,
Clementi,2150000,,,,,,,,
Jurong West,1216000,,,,,,,,
Bukit Merah,2150000,,,,,,,,
Bukit Merah,1434500,,,,,,,,
Kallang,1630000,,,,,,,,
Serangoon,1260000,,,,,,,,
Hougang,1400000,,,,,,,,
Pasir Ris,970000,,,,,,,,
Bishan,1860000,,,,,,,,
Toa Payoh,863000,,,,,,,,
Kallang,1800000,,,,,,,,
Bishan,1430000,,,,,,,,
Pasir Ris,800000,,,,,,,,
Bishan,978888,,,,,,,,
Toa Payoh,948000,,,,,,,,
Novena,3350000,,,,,,,,
Punggol,960000,,,,,,,,
Sengkang,925000,,,,,,,,
Toa Payoh,794000,,,,,,,,
Tampines,840800,,,,,,,,
Punggol,900000,,,,,,,,
Pasir Ris,807000,,,,,,,,
Jurong West,1193000,,,,,,,,
Bukit Merah,2950000,,,,,,,,
Bukit Panjang,1580000,,,,,,,,
Woodlands,818000,,,,,,,,
Toa Payoh,2150000,,,,,,,,
Toa Payoh,941000,,,,,,,,
Hougang,740000,,,,,,,,
Toa Payoh,1125000,,,,,,,,
Sengkang,1050000,,,,,,,,
Yishun,860000,,,,,,,,
Hougang,750000,,,,,,,,
Bedok,1220000,,,,,,,,
Bukit Merah,2690000,,,,,,,,
Sengkang,909000,,,,,,,,
Toa Payoh,1744000,,,,,,,,
Toa Payoh,838000,,,,,,,,
Jurong West,1020000,,,,,,,,
Hougang,1050000,,,,,,,,
Bukit Merah,1826800,,,,,,,,
Pasir Ris,594000,,,,,,,,
Bedok,1560000,,,,,,,,
Pasir Ris,1050000,,,,,,,,
Bishan,870000,,,,,,,,
Bukit Timah,1032000,,,,,,,,
Woodlands,528000,,,,,,,,
Serangoon,1380000,,,,,,,,
Toa Payoh,1531000,,,,,,,,
Bukit Batok,900000,,,,,,,,
Bukit Timah,1700000,,,,,,,,
Bukit Merah,1480000,,,,,,,,
Ang Mo Kio,1320000,,,,,,,,
Newton,1800000,,,,,,,,
Bishan,2123000,,,,,,,,
Bishan,1579000,,,,,,,,
Bishan,1674000,,,,,,,,
Bedok,975000,,,,,,,,
Yishun,840000,,,,,,,,
Serangoon,1750000,,,,,,,,
Tampines,913600,,,,,,,,
Choa Chu Kang,990008,,,,,,,,
Bukit Batok,968800,,,,,,,,
Tampines,1390000,,,,,,,,
Jurong East,1380000,,,,,,,,
Jurong West,1220000,,,,,,,,
Tampines,1208000,,,,,,,,
Toa Payoh,1160000,,,,,,,,
Pasir Ris,860000,,,,,,,,
Bedok,1175000,,,,,,,,
Ang Mo Kio,1310000,,,,,,,,
Bukit Merah,1460000,,,,,,,,
Woodlands,768000,,,,,,,,
Bukit Timah,2020000,,,,,,,,
Pasir Ris,1391000,,,,,,,,
Yishun,1068000,,,,,,,,
Bukit Timah,1201000,,,,,,,,
Jurong West,1350000,,,,,,,,
Bukit Merah,3860000,,,,,,,,
Kallang,1390000,,,,,,,,
Bishan,1160000,,,,,,,,
Pasir Ris,928000,,,,,,,,
Bedok,2123000,,,,,,,,
Toa Payoh,953000,,,,,,,,
Toa Payoh,973000,,,,,,,,
Pasir Ris,793000,,,,,,,,
River Valley,3677800,,,,,,,,
Bedok,2110000,,,,,,,,
Bukit Timah,1102000,,,,,,,,
Bukit Timah,1616000,,,,,,,,
Toa Payoh,837000,,,,,,,,
Toa Payoh,1209000,,,,,,,,
Pasir Ris,624000,,,,,,,,
Toa Payoh,1113000,,,,,,,,
Bishan,3880000,,,,,,,,
Bukit Panjang,1350000,,,,,,,,
Pasir Ris,962500,,,,,,,,
Bishan,1288000,,,,,,,,
Hougang,990000,,,,,,,,
Bukit Merah,1699800,,,,,,,,
Pasir Ris,1020000,,,,,,,,
Kallang,1370000,,,,,,,,
Bedok,1820000,,,,,,,,
Bishan,1686000,,,,,,,,
Pasir Ris,1162000,,,,,,,,
Toa Payoh,1374490,,,,,,,,
Bishan,3213000,,,,,,,,
Punggol,1430000,,,,,,,,
Bishan,1704900,,,,,,,,
Toa Payoh,1713000,,,,,,,,
Bukit Merah,3600000,,,,,,,,
Yishun,800000,,,,,,,,
Ang Mo Kio,1168000,,,,,,,,
Jurong West,1030000,,,,,,,,
Sengkang,1620870,,,,,,,,
Toa Payoh,834000,,,,,,,,
Hougang,1500000,,,,,,,,
Bishan,1670000,,,,,,,,
Tampines,1700000,,,,,,,,
Clementi,1300000,,,,,,,,
Pasir Ris,1509000,,,,,,,,
River Valley,2410000,,,,,,,,
Bishan,1120000,,,,,,,,
Bedok,1650000,,,,,,,,
Bishan,840000,,,,,,,,
Ang Mo Kio,1300000,,,,,,,,
Bishan,1360000,,,,,,,,
Bukit Timah,1040000,,,,,,,,
Woodlands,988000,,,,,,,,
Geylang,1450000,,,,,,,,
Bishan,2079680,,,,,,,,
Toa Payoh,1797000,,,,,,,,
Bishan,1773000,,,,,,,,
Sengkang,1290000,,,,,,,,
Bishan,2137000,,,,,,,,
Sengkang,1200000,,,,,,,,
Ang Mo Kio,968000,,,,,,,,
Bishan,1670000,,,,,,,,
Geylang,1827000,,,,,,,,
Bedok,688000,,,,,,,,
Toa Payoh,1349000,,,,,,,,
Bukit Timah,2265000,,,,,,,,
Novena,3250000,,,,,,,,
Pasir Ris,840000,,,,,,,,
Toa Payoh,1088000,,,,,,,,
Pasir Ris,530000,,,,,,,,
Tampines,702000,,,,,,,,
Bishan,1510000,,,,,,,,
Bukit Panjang,880000,,,,,,,,
Jurong West,1250000,,,,,,,,
Toa Payoh,2250000,,,,,,,,
Bukit Merah,2780000,,,,,,,,
Pasir Ris,900000,,,,,,,,
River Valley,4094400,,,,,,,,
Bedok,990000,,,,,,,,
Pasir Ris,880000,,,,,,,,
Kallang,1038000,,,,,,,,
Jurong West,1560000,,,,,,,,
River Valley,2290000,,,,,,,,
Choa Chu Kang,1050000,,,,,,,,
Bedok,1590000,,,,,,,,
Jurong West,1285000,,,,,,,,
Bedok,1060000,,,,,,,,
Toa Payoh,1580000,,,,,,,,
Bukit Batok,795000,,,,,,,,
Yishun,1130000,,,,,,,,
Serangoon,910000,,,,,,,,
Sengkang,990000,,,,,,,,
Jurong West,1520000,,,,,,,,
Hougang,870000,,,,,,,,
Southern Islands,4650000,,,,,,,,
Sembawang,1110000,,,,,,,,
Pasir Ris,856000,,,,,,,,
Bukit Batok,1070000,,,,,,,,
Bishan,1800000,,,,,,,,
Sengkang,1739000,,,,,,,,
Serangoon,1600000,,,,,,,,
Kallang,1460000,,,,,,,,
Bishan,1322000,,,,,,,,
Jurong East,1150000,,,,,,,,
Bedok,2050000,,,,,,,,
Bukit Merah,1563000,,,,,,,,
Clementi,1588000,,,,,,,,
Jurong West,1138000,,,,,,,,
Kallang,1610000,,,,,,,,
Ang Mo Kio,1080000,,,,,,,,
Toa Payoh,2144000,,,,,,,,
Jurong East,1000000,,,,,,,,
Bukit Panjang,1380000,,,,,,,,
Jurong West,945000,,,,,,,,
Southern Islands,2700000,,,,,,,,
Pasir Ris,790000,,,,,,,,
Yishun,770000,,,,,,,,
Bishan,1302000,,,,,,,,
Pasir Ris,676000,,,,,,,,
Toa Payoh,1634000,,,,,,,,
Bukit Timah,1180000,,,,,,,,
Bishan,1125000,,,,,,,,
Bishan,1250000,,,,,,,,
Bishan,1120000,,,,,,,,
Tampines,642400,,,,,,,,
Bishan,1791000,,,,,,,,
Bishan,877000,,,,,,,,
Bishan,1740000,,,,,,,,
Bishan,877000,,,,,,,,
Bishan,1493000,,,,,,,,
Bishan,2766000,,,,,,,,
Bukit Timah,2280000,,,,,,,,
Bishan,1878000,,,,,,,,
Bukit Timah,1578000,,,,,,,,
Bukit Timah,1105000,,,,,,,,
Bishan,2144000,,,,,,,,
Bukit Timah,2030000,,,,,,,,
Bukit Timah,1395000,,,,,,,,
Bukit Timah,1135000,,,,,,,,
Pasir Ris,585000,,,,,,,,
Pasir Ris,850000,,,,,,,,
Pasir Ris,1202000,,,,,,,,
Bukit Timah,1122000,,,,,,,,
Bukit Timah,1088000,,,,,,,,
Pasir Ris,618000,,,,,,,,
Bukit Timah,1085000,,,,,,,,
Tampines,799000,,,,,,,,
Bishan,2292000,,,,,,,,
Bukit Timah,1151000,,,,,,,,
Bukit Timah,1476000,,,,,,,,
Pasir Ris,618000,,,,,,,,
Pasir Ris,821000,,,,,,,,
Pasir Ris,690000,,,,,,,,
Bukit Timah,2048000,,,,,,,,
Bukit Timah,1523000,,,,,,,,
Pasir Ris,1108000,,,,,,,,
Bukit Timah,1608000,,,,,,,,
Bukit Timah,2130000,,,,,,,,
Bukit Timah,1112000,,,,,,,,
Bukit Timah,1456000,,,,,,,,
Pasir Ris,780000,,,,,,,,
Bukit Timah,1468000,,,,,,,,
Bukit Timah,2098000,,,,,,,,
Bukit Timah,1085000,,,,,,,,
Bishan,1085000,,,,,,,,
Bukit Timah,2468000,,,,,,,,
Pasir Ris,706000,,,,,,,,
Bukit Timah,1105000,,,,,,,,
Bukit Timah,2020000,,,,,,,,
Bukit Timah,1464000,,,,,,,,
Bukit Timah,1177000,,,,,,,,
Bukit Timah,1588000,,,,,,,,
Pasir Ris,902000,,,,,,,,
Pasir Ris,591000,,,,,,,,
Bukit Timah,2148000,,,,,,,,
Bukit Timah,2388000,,,,,,,,
Bukit Timah,1484000,,,,,,,,
Bukit Timah,1115000,,,,,,,,
Bukit Timah,3388000,,,,,,,,
Pasir Ris,1082000,,,,,,,,
Pasir Ris,1262000,,,,,,,,
Pasir Ris,585000,,,,,,,,
Pasir Ris,821000,,,,,,,,
Bukit Timah,1448000,,,,,,,,
Pasir Ris,682000,,,,,,,,
Bukit Timah,1052000,,,,,,,,
Pasir Ris,801000,,,,,,,,
Pasir Ris,715000,,,,,,,,
Pasir Ris,1226000,,,,,,,,
Bukit Timah,2080000,,,,,,,,
Bukit Timah,2030000,,,,,,,,
Bukit Timah,1518000,,,,,,,,
Bukit Timah,1596000,,,,,,,,
Bukit Timah,2045000,,,,,,,,
Pasir Ris,723000,,,,,,,,
Bukit Timah,1450000,,,,,,,,
Bukit Timah,1403000,,,,,,,,
Bukit Timah,938000,,,,,,,,
Bukit Timah,3088000,,,,,,,,
Bishan,2356000,,,,,,,,
Bukit Timah,1092000,,,,,,,,
Bukit Timah,1683000,,,,,,,,
Bukit Timah,1628000,,,,,,,,
Bishan,1334000,,,,,,,,
Bukit Timah,1169450,,,,,,,,
Pasir Ris,697000,,,,,,,,
Pasir Ris,688000,,,,,,,,
Toa Payoh,979000,,,,,,,,
Pasir Ris,862000,,,,,,,,
Pasir Ris,633000,,,,,,,,
Toa Payoh,938000,,,,,,,,
Pasir Ris,717000,,,,,,,,
Bishan,885000,,,,,,,,
Bukit Timah,2113000,,,,,,,,
Pasir Ris,1220000,,,,,,,,
Bukit Timah,2085000,,,,,,,,
Bukit Timah,1112000,,,,,,,,
Bukit Timah,1608000,,,,,,,,
Bukit Timah,1466000,,,,,,,,
Pasir Ris,854000,,,,,,,,
Pasir Ris,777000,,,,,,,,
Toa Payoh,963000,,,,,,,,
Bukit Timah,2088000,,,,,,,,
Bukit Timah,1458000,,,,,,,,
Bukit Timah,2412000,,,,,,,,
Bukit Timah,968000,,,,,,,,
Bukit Timah,1426000,,,,,,,,
Bukit Timah,1112000,,,,,,,,
Pasir Ris,1238000,,,,,,,,
Bukit Timah,1468000,,,,,,,,
Pasir Ris,1256000,,,,,,,,
Pasir Ris,874000,,,,,,,,
Pasir Ris,717000,,,,,,,,
Bukit Timah,2080000,,,,,,,,
Bukit Timah,2050000,,,,,,,,
Bukit Timah,1503000,,,,,,,,
Bukit Timah,1411000,,,,,,,,
Bedok,1350000,,,,,,,,
River Valley,1976209,,,,,,,,
Bukit Batok,850000,,,,,,,,
Tampines,1480680,,,,,,,,
Bishan,1585000,,,,,,,,
Bishan,1272000,,,,,,,,
Pasir Ris,1020000,,,,,,,,
Bishan,2038000,,,,,,,,
Rochor,2100000,,,,,,,,
Pasir Ris,1250000,,,,,,,,
Hougang,1570000,,,,,,,,
Rochor,2150000,,,,,,,,
Queenstown,1860000,,,,,,,,
Bukit Merah,3755000,,,,,,,,
Bedok,800000,,,,,,,,
Tampines,923000,,,,,,,,
Bishan,1262000,,,,,,,,
Queenstown,1745000,,,,,,,,
Bedok,700000,,,,,,,,
Tampines,979290,,,,,,,,
Yishun,767000,,,,,,,,
Sengkang,570000,,,,,,,,
Hougang,2130000,,,,,,,,
Pasir Ris,1058000,,,,,,,,
Tampines,599000,,,,,,,,
Bishan,1704000,,,,,,,,
Bishan,1095000,,,,,,,,
Sembawang,1430000,,,,,,,,
Bishan,2060000,,,,,,,,
Hougang,1500000,,,,,,,,
Tampines,1560000,,,,,,,,
Pasir Ris,920000,,,,,,,,
Pasir Ris,1250000,,,,,,,,
Toa Payoh,1230000,,,,,,,,
Clementi,1830000,,,,,,,,
Bukit Timah,1228350,,,,,,,,
Bedok,1200000,,,,,,,,
Bedok,705000,,,,,,,,
Tampines,1441000,,,,,,,,
Sengkang,590000,,,,,,,,
Yishun,1195000,,,,,,,,
Tampines,1033000,,,,,,,,
Bukit Panjang,890000,,,,,,,,
Novena,1740000,,,,,,,,
Kallang,1580000,,,,,,,,
Bedok,1135600,,,,,,,,
Toa Payoh,1158000,,,,,,,,
Toa Payoh,1624000,,,,,,,,
Tampines,800000,,,,,,,,
Bukit Merah,2590000,,,,,,,,
Rochor,2080000,,,,,,,,
Bishan,1060000,,,,,,,,
Bukit Merah,1970000,,,,,,,,
Tampines,920000,,,,,,,,
Kallang,2050000,,,,,,,,
Bedok,1088000,,,,,,,,
Bishan,1896000,,,,,,,,
Bukit Merah,1500000,,,,,,,,
Bukit Timah,2460000,,,,,,,,
Bedok,1286000,,,,,,,,
Toa Payoh,1143000,,,,,,,,
Pasir Ris,1085000,,,,,,,,
Bishan,1688000,,,,,,,,
Tampines,1268888,,,,,,,,
Pasir Ris,540000,,,,,,,,
Bishan,1746000,,,,,,,,
Sembawang,1420000,,,,,,,,
Jurong West,650000,,,,,,,,
Pasir Ris,820000,,,,,,,,
Sengkang,950000,,,,,,,,
Bukit Timah,1848700,,,,,,,,
Bukit Merah,1699000,,,,,,,,
Tampines,1520000,,,,,,,,
Jurong West,1750000,,,,,,,,
Sengkang,1150000,,,,,,,,
Toa Payoh,1578000,,,,,,,,
River Valley,5565000,,,,,,,,
Bishan,1555000,,,,,,,,
Choa Chu Kang,870000,,,,,,,,
River Valley,2000600,,,,,,,,
Ang Mo Kio,1270000,,,,,,,,
Toa Payoh,1071000,,,,,,,,
Bukit Merah,2480000,,,,,,,,
Geylang,2470000,,,,,,,,
Yishun,750000,,,,,,,,
Clementi,1450000,,,,,,,,
Pasir Ris,758000,,,,,,,,
Clementi,1200000,,,,,,,,
Hougang,800000,,,,,,,,
Bedok,1086112,,,,,,,,
Toa Payoh,1817000,,,,,,,,
Sengkang,984000,,,,,,,,
Bukit Batok,1125000,,,,,,,,
Bishan,989000,,,,,,,,
Bishan,3278280,,,,,,,,
Bishan,1287000,,,,,,,,
Bishan,1277000,,,,,,,,
Bishan,1247000,,,,,,,,
Bishan,1682000,,,,,,,,
Toa Payoh,1652000,,,,,,,,
Bishan,1070000,,,,,,,,
Bishan,1055000,,,,,,,,
Bishan,1363000,,,,,,,,
Tampines,636000,,,,,,,,
Bishan,1317000,,,,,,,,
Toa Payoh,1196000,,,,,,,,
Bishan,1217000,,,,,,,,
Bishan,1318000,,,,,,,,
Bishan,1507000,,,,,,,,
Bishan,1314000,,,,,,,,
Toa Payoh,1740000,,,,,,,,
Bishan,1264000,,,,,,,,
Bishan,857000,,,,,,,,
Bishan,932000,,,,,,,,
Bishan,2340000,,,,,,,,
Bishan,881000,,,,,,,,
Bishan,3402720,,,,,,,,
Toa Payoh,947000,,,,,,,,
Bishan,900000,,,,,,,,
Bishan,1913000,,,,,,,,
Bishan,1489000,,,,,,,,
Bishan,1319000,,,,,,,,
Bishan,1298000,,,,,,,,
Bishan,1324000,,,,,,,,
Bishan,1883000,,,,,,,,
Bishan,1090000,,,,,,,,
Bishan,1767000,,,,,,,,
Bishan,1719000,,,,,,,,
Bishan,1095000,,,,,,,,
Bishan,1100000,,,,,,,,
Bishan,1925000,,,,,,,,
Bishan,1304000,,,,,,,,
Bishan,1015000,,,,,,,,
Bishan,1577000,,,,,,,,
Bishan,1531000,,,,,,,,
Bishan,2024000,,,,,,,,
Bishan,1115000,,,,,,,,
Bishan,1262000,,,,,,,,
Bishan,884000,,,,,,,,
Bishan,1095000,,,,,,,,
Bishan,2017000,,,,,,,,
Bishan,1873000,,,,,,,,
Bishan,841000,,,,,,,,
Bishan,2316000,,,,,,,,
Bishan,2031000,,,,,,,,
Bishan,1890000,,,,,,,,
Bishan,1686000,,,,,,,,
Bishan,1348000,,,,,,,,
Bishan,1489000,,,,,,,,
Bishan,1692000,,,,,,,,
Bishan,876000,,,,,,,,
Bishan,896000,,,,,,,,
Bishan,1567000,,,,,,,,
Bishan,822000,,,,,,,,
Bishan,2180760,,,,,,,,
Bishan,2324000,,,,,,,,
Bishan,1525000,,,,,,,,
Bishan,1698000,,,,,,,,
Bishan,1255000,,,,,,,,
Bishan,1272000,,,,,,,,
Bishan,1529000,,,,,,,,
Bishan,1247000,,,,,,,,
Bishan,1770000,,,,,,,,
Bishan,1257000,,,,,,,,
Bishan,1319000,,,,,,,,
Bishan,1368000,,,,,,,,
Bishan,1823000,,,,,,,,
Bishan,1859000,,,,,,,,
Bishan,1279000,,,,,,,,
Bishan,1731000,,,,,,,,
Bishan,1746000,,,,,,,,
Bishan,3313000,,,,,,,,
Bishan,916000,,,,,,,,
Bishan,908000,,,,,,,,
Bishan,1333000,,,,,,,,
Bishan,1090000,,,,,,,,
Bishan,1308000,,,,,,,,
Bishan,893000,,,,,,,,
Bishan,1120000,,,,,,,,
Bishan,877000,,,,,,,,
Bishan,1105000,,,,,,,,
Bishan,1060000,,,,,,,,
Bishan,1070000,,,,,,,,
Bishan,1549000,,,,,,,,
Bishan,1075000,,,,,,,,
Bishan,1733000,,,,,,,,
Bishan,1353000,,,,,,,,
Bishan,1495000,,,,,,,,
Bishan,1614000,,,,,,,,
Bishan,1312000,,,,,,,,
Bishan,1598340,,,,,,,,
Bishan,1680000,,,,,,,,
Bishan,1090000,,,,,,,,
Bishan,1292000,,,,,,,,
Bishan,1125000,,,,,,,,
Bishan,1544000,,,,,,,,
Bishan,2087000,,,,,,,,
Bishan,1749000,,,,,,,,
Bishan,1100000,,,,,,,,
Bishan,912000,,,,,,,,
Bishan,1668000,,,,,,,,
Bishan,1287000,,,,,,,,
Bishan,1255000,,,,,,,,
Bishan,1519000,,,,,,,,
Bishan,877000,,,,,,,,
Bishan,1105000,,,,,,,,
Bishan,1555000,,,,,,,,
Bishan,1274000,,,,,,,,
Bishan,1307000,,,,,,,,
Bishan,1816000,,,,,,,,
Bishan,1734000,,,,,,,,
Bishan,1252000,,,,,,,,
Toa Payoh,1735000,,,,,,,,
Bishan,2388000,,,,,,,,
Bishan,1699000,,,,,,,,
Bishan,1242000,,,,,,,,
Bishan,2748900,,,,,,,,
Bishan,1055000,,,,,,,,
Bishan,1303000,,,,,,,,
Bishan,1359000,,,,,,,,
Bishan,1100000,,,,,,,,
Bishan,2348000,,,,,,,,
Bishan,1075000,,,,,,,,
Bishan,1445000,,,,,,,,
Bishan,1065000,,,,,,,,
Bishan,1110000,,,,,,,,
Bishan,1070000,,,,,,,,
Bishan,1334000,,,,,,,,
Bishan,912000,,,,,,,,
Bishan,1110000,,,,,,,,
Bishan,1065000,,,,,,,,
Bishan,1353000,,,,,,,,
Bishan,897000,,,,,,,,
Bishan,1329000,,,,,,,,
Bishan,1877000,,,,,,,,
Bishan,1060000,,,,,,,,
Bishan,1889000,,,,,,,,
Bishan,1378000,,,,,,,,
Bishan,969000,,,,,,,,
Bishan,1257000,,,,,,,,
Bishan,1608000,,,,,,,,
Bishan,1135000,,,,,,,,
Bishan,2136000,,,,,,,,
Bishan,3273000,,,,,,,,
Toa Payoh,1857000,,,,,,,,
Bishan,1327000,,,,,,,,
Bishan,1329000,,,,,,,,
Bishan,1501000,,,,,,,,
Bishan,1294000,,,,,,,,
Bishan,2412000,,,,,,,,
Bishan,2300000,,,,,,,,
Bishan,1254000,,,,,,,,
Bishan,2081000,,,,,,,,
Bishan,1680000,,,,,,,,
Toa Payoh,1207000,,,,,,,,
Bishan,1244000,,,,,,,,
Bishan,1731000,,,,,,,,
Bishan,1257000,,,,,,,,
Toa Payoh,843000,,,,,,,,
Bishan,1222000,,,,,,,,
Bishan,1550000,,,,,,,,
Bishan,1297000,,,,,,,,
Bishan,1075000,,,,,,,,
Bishan,1090000,,,,,,,,
Bishan,1115000,,,,,,,,
Bishan,1923000,,,,,,,,
Bishan,900000,,,,,,,,
Bishan,1537000,,,,,,,,
Bishan,1095000,,,,,,,,
Bishan,1338000,,,,,,,,
Bishan,949000,,,,,,,,
Bishan,1685040,,,,,,,,
Bishan,952000,,,,,,,,
Bishan,1065000,,,,,,,,
Bishan,1323000,,,,,,,,
Bishan,989000,,,,,,,,
Bishan,1259000,,,,,,,,
Bishan,1070000,,,,,,,,
Bishan,1257000,,,,,,,,
Bishan,1626000,,,,,,,,
Bishan,1282000,,,,,,,,
Bishan,2436000,,,,,,,,
Bishan,1272000,,,,,,,,
Bishan,1272000,,,,,,,,
Bishan,1871000,,,,,,,,
Bishan,1358000,,,,,,,,
Bishan,1262000,,,,,,,,
Bishan,1145000,,,,,,,,
Bishan,1247000,,,,,,,,
Bishan,1658000,,,,,,,,
Bishan,1698000,,,,,,,,
Bishan,1277000,,,,,,,,
Bishan,1267000,,,,,,,,
Bishan,1282000,,,,,,,,
Bishan,1866000,,,,,,,,
Bishan,1297000,,,,,,,,
Bishan,1657000,,,,,,,,
Bishan,1284000,,,,,,,,
Bishan,1745000,,,,,,,,
Bishan,1282000,,,,,,,,
Bishan,1035000,,,,,,,,
Bishan,1675000,,,,,,,,
Bishan,1920000,,,,,,,,
Bishan,1525000,,,,,,,,
Bishan,1269000,,,,,,,,
Bishan,1556000,,,,,,,,
Bishan,1277000,,,,,,,,
Bishan,901000,,,,,,,,
Bishan,1664000,,,,,,,,
Bishan,1267000,,,,,,,,
Bishan,3333000,,,,,,,,
Bishan,900000,,,,,,,,
Bishan,1549000,,,,,,,,
Bishan,1252000,,,,,,,,
Bishan,1620000,,,,,,,,
Bishan,1663000,,,,,,,,
Bishan,1507000,,,,,,,,
Bishan,1848000,,,,,,,,
Bishan,1292000,,,,,,,,
Bishan,1773000,,,,,,,,
Bishan,2372000,,,,,,,,
Bishan,1105000,,,,,,,,
Bishan,1080000,,,,,,,,
Bishan,2052000,,,,,,,,
Bishan,1249000,,,,,,,,
Bishan,1080000,,,,,,,,
Bishan,1737000,,,,,,,,
Bishan,1085000,,,,,,,,
Bishan,1262000,,,,,,,,
Bishan,1317840,,,,,,,,
Bishan,1009000,,,,,,,,
Bishan,1585000,,,,,,,,
Bishan,2380000,,,,,,,,
Bishan,1085000,,,,,,,,
Bishan,1267000,,,,,,,,
Bishan,873000,,,,,,,,
Bishan,1260000,,,,,,,,
Bishan,968000,,,,,,,,
Bishan,1252000,,,,,,,,
Bishan,1080000,,,,,,,,
Bishan,1779000,,,,,,,,
Bishan,1328000,,,,,,,,
Bishan,1725000,,,,,,,,
Bishan,1312000,,,,,,,,
Bishan,885000,,,,,,,,
Bishan,1373000,,,,,,,,
Bishan,889000,,,,,,,,
Bishan,3293000,,,,,,,,
Bishan,1860000,,,,,,,,
Bishan,1287000,,,,,,,,
Bishan,1247000,,,,,,,,
Bishan,1692000,,,,,,,,
Bishan,1299000,,,,,,,,
Bishan,3253000,,,,,,,,
Bishan,1313000,,,,,,,,
